index,x(A/Hz/V/nm),yai0(V),yai1(V),yai3(V),yai4(V),yext(V),lambda(nm),freq(THz)
702,121.6796,0.1466,4.7565347477081243e-05,4.7565347477081243e-05,0.0009927699662498624,,780.2449054418605,384.2286644989044
703,121.7005,0.1474,0.0001225263105676319,2.252631056762905e-05,0.0005919584635209474,,780.244924883721,384.2286549248337
704,121.7208,0.1475,9.820609768434324e-05,9.820609768434324e-05,0.0002940410709182939,,780.2449437674419,384.2286456256171
706,121.7588,0.1465,5.2680576030854354e-05,0.00015268057603085722,-8.925257040698353e-05,,780.2449791162791,384.2286282182179
707,121.7818,0.1469,0.00012512565503006862,0.00012512565503006862,9.98065414224425e-05,,780.245000511628,384.2286176821612
708,121.8038,0.1468,9.876877407278412e-05,9.876877407278412e-05,0.00039368917012894133,,780.2450209767443,384.22860760419456
709,121.8229,0.1475,7.588620924168371e-05,7.588620924168371e-05,0.0009015599977784672,,780.2450387441861,384.22859885468756
710,121.842,0.1482,5.300364441061106e-05,5.300364441061106e-05,0.001409430825428215,,780.2450565116279,384.2285901051809
711,121.8604,0.1455,3.095970760997463e-05,0.00013095970760997055,0.0015206781148918158,,780.245073627907,384.2285816763372
712,121.8807,0.1457,0.00010663949472665413,0.00010663949472665413,0.0016227607222890073,,780.245092511628,384.2285723771242
713,121.8995,0.1455,8.41163419086216e-05,0.00018411634190862447,0.0016320786050017522,,780.2451100000001,384.2285637650455
714,121.9189,0.1458,6.087436506448107e-05,0.00016087436506448394,0.0014385023775884132,,780.2451280465117,384.22855487811375
715,121.9373,0.1465,3.883042826384464e-05,0.0001388304282638475,0.000949749667051969,,780.2451451627908,384.22854644927156
716,121.9572,0.1453,0.00011498943139792717,0.00011498943139792717,0.0005537616812000268,,780.2451636744187,384.22853733329595
718,121.9954,0.1475,6.922430173575411e-05,6.922430173575411e-05,6.95033364994102e-05,,780.2451992093024,384.2285198342887
719,122.0138,0.1472,4.718036493511768e-05,0.0001471803649351136,8.075062596296645e-05,,780.2452163255814,384.2285114054481
720,122.0342,0.1476,0.00012274034804746897,0.00012274034804746897,8.23508816726326e-05,,780.2452353023257,384.22850206042955
721,122.0528,0.1487,0.00010045680323812062,0.00010045680323812062,0.0003926334677606391,,780.2452526046512,384.2284935399719
722,122.0725,0.1474,7.68554143809122e-05,7.68554143809122e-05,0.0010976101852842035,,780.2452709302327,384.2284845156166
723,122.0906,0.1465,5.517088959334365e-05,5.517088959334365e-05,0.0015103045298108797,,780.2452877674419,384.2284762242043
724,122.1095,0.1462,3.252793277095517e-05,0.00013252793277095803,0.0018191400608359443,,780.2453053488373,384.22846756632106
725,122.1312,0.1459,6.530463826710797e-06,0.00010653046382671366,0.0017144697446054291,,780.2453255348838,384.22845762578896
726,122.1494,0.1464,-1.5273864965213713e-05,8.472613503478915e-05,0.0012266817374443906,,780.2453424651163,384.22844928856887
727,122.1668,0.1467,6.388023827768458e-05,6.388023827768458e-05,0.0008427525437849637,,780.2453586511629,384.22844131782034
728,122.1871,0.1461,3.956002539436815e-05,3.956002539436815e-05,0.0004448351511822102,,780.2453775348838,384.2284320186141
729,122.2069,0.1464,1.583883253280377e-05,0.00011583883253280663,0.0002493295170179488,,780.2453959534885,384.2284229484528
730,122.2249,0.1461,-5.725888250408817e-06,9.427411174959405e-05,6.250621323228289e-05,,780.2454126976745,384.22841470285204
731,122.243,0.1462,-2.7410413037977366e-05,7.25895869620255e-05,0.00017520055775899213,,780.2454295348838,384.2284064114427
732,122.2611,0.1464,5.0905062174422255e-05,5.0905062174429194e-05,0.00048789490228567933,,780.245446372093,384.2283981200337
734,122.3007,0.1466,3.462676451321256e-06,0.00010346267645132412,0.0014968836339572245,,780.2454832093024,384.22837997971476
735,122.3185,0.1468,-1.7862436323207165e-05,8.21375636767957e-05,0.0018110250335470202,,780.2454997674419,384.2283718257336
736,122.3373,0.1471,5.961441085876318e-05,5.961441085876318e-05,0.001920342916259754,,780.245517255814,384.22836321366395
737,122.3579,0.1474,3.493478596240662e-05,3.493478596240662e-05,0.001720978468593981,,780.2455364186047,384.22835377703484
738,122.3773,0.1476,1.1692809118238334e-05,1.1692809118238334e-05,0.0013274022411804975,,780.2455544651164,384.2283448901128
739,122.3964,0.1477,-1.1189755712834315e-05,-1.1189755712834315e-05,0.0007352730688301445,,780.2455722325582,384.2283361406177
740,122.4164,0.1469,6.484944341692e-05,6.484944341692e-05,0.00023880273129056606,,780.2455908372093,384.22832697884326
741,122.4353,0.1471,4.220648659453152e-05,4.220648659453152e-05,0.00014763826231561916,,780.2456084186047,384.2283183209667
742,122.4541,0.1478,1.9683333776471246e-05,1.9683333776471246e-05,0.0005569561450283755,,780.2456259069768,384.2283097088995
744,122.4959,0.1468,-3.0394740042349877e-05,6.960525995764605e-05,0.001455333139570636,,780.2456647906977,384.22829056079394
745,122.5164,0.1464,4.50454390656177e-05,4.50454390656177e-05,0.0018564510435924442,,780.2456838604652,384.22828116997727
746,122.5341,0.1472,2.3840130295472994e-05,2.3840130295472994e-05,0.0019710747948699092,,780.2457003255814,384.2282730618091
747,122.5544,0.1474,-4.800825878434334e-07,-4.800825878434334e-07,0.0017731574022672447,,780.2457192093024,384.2282637626111
748,122.5732,0.1462,-2.300323540590371e-05,7.699676459409915e-05,0.0011824752849800002,,780.2457366976745,384.22825515054626
749,122.5918,0.1463,-4.528678021522431e-05,5.4713219784778555e-05,0.0007927578710681393,,780.245754,384.22824663009953
750,122.6093,0.1464,3.374751902329026e-05,3.374751902329026e-05,0.0006083463257209321,,780.2457702790698,384.22823861355056
751,122.6291,0.146,1.002632616175364e-05,1.002632616175364e-05,0.0005128406915567707,,780.2457886976745,384.2282295433984
752,122.6488,0.1463,-1.357506269542702e-05,-1.357506269542702e-05,0.0005178174090803012,,780.2458070232559,384.2282205190555
753,122.667,0.147,-3.5379391487379286e-05,-3.5379391487379286e-05,0.00043002940191916306,,780.2458239534884,384.2282121818458
754,122.687,0.1466,-5.934019235762783e-05,-5.934019235762783e-05,0.00023355906437960705,,780.2458425581395,384.22820302007716
755,122.7058,0.1465,-8.186334517566035e-05,-8.186334517566035e-05,0.00044287694709238545,,780.2458600465117,384.2281944080151
756,122.7284,0.1467,-0.00010893905015905286,-8.93905015905e-06,0.0011338654656726233,,780.2458810697675,384.2281840552175
757,122.7454,0.1466,-0.0001293057308987891,-0.0001293057308987891,0.0016518656787639086,,780.245896883721,384.22817626771536
758,122.7643,0.1465,-0.0001519486877211776,-5.1948687721174724e-05,0.002060701209788962,,780.2459144651164,384.2281676098456
759,122.7834,0.1466,-0.00017483125255225024,-0.00017483125255225024,0.002268572037438632,,780.2459322325582,384.2281588603587
760,122.8028,0.1462,-0.00019807322939641853,-0.00019807322939641853,0.002174995810025282,,780.2459502790698,384.22814997344557
761,122.8198,0.1462,-0.000218439910136127,-0.00011843991013612415,0.001992996023116589,,780.2459660930233,384.22814218594476
762,122.8401,0.1464,-0.00024276012301944344,-0.00024276012301944344,0.0019950786305137913,,780.2459849767442,384.22813288675303
763,122.858,0.1465,-0.00026420503979830007,-0.00026420503979830007,0.0019087376784158727,,780.246001627907,384.2281246869735
764,122.8767,0.146,-0.0002866083886120044,-0.00018660838861200152,0.002118537912816465,,780.2460190232558,384.2281161207238
765,122.8987,0.1458,-0.0003129652695692889,-0.0003129652695692889,0.0017124205415228189,,780.2460394883722,384.2281060427834
766,122.917,0.1462,-0.00033488940236556936,-0.00033488940236556936,0.000724150182674077,,780.246056511628,384.22809765976973
767,122.9356,0.147,-0.00035717294717488995,-0.00035717294717488995,0.00043443276876226067,,780.2460738139536,384.22808913933
768,122.9554,0.1468,-0.00048089414003642944,-0.00048089414003642944,0.0003389271345979883,,780.2460922325582,384.2280800691849
769,122.975,0.1465,-0.0005043757248892819,-0.0005043757248892819,0.0003443862038092216,,780.2461104651163,384.22807109065786
770,122.9929,0.1462,-0.0005258206416681663,-0.0005258206416681663,0.0005580452517112144,,780.2461271162791,384.228062890881
771,123.0129,0.1466,-0.0006497814425384107,-0.0005497814425384148,0.0015615749141716373,,780.2461457209303,384.2280537291195
772,123.032,0.1473,-0.0006726640073695112,-0.0006726640073695112,0.002069445741821274,,780.2461634883722,384.2280449796377
773,123.0521,0.1482,-0.0006967446122441157,-0.0007967446122441185,0.0023724930525940158,,780.2461821860466,384.2280357720683
774,123.0703,0.1489,-0.0008185489410360708,-0.0009185489410360667,0.0023847050454329777,,780.2461991162792,384.2280274348665
775,123.0874,0.1481,-0.0009390354257801381,-0.0009390354257801312,0.0022022229068365817,,780.2462150232559,384.2280196015618
776,123.1065,0.1483,-0.0010619179906112067,-0.0010619179906112067,0.0019100937344861957,,780.2462327906977,384.22801085208164
777,123.124,0.1486,-0.0010828836913726672,-0.00118288369137267,0.001325682189139088,,780.2462490697675,384.22800283554244
778,123.147,0.1486,-0.0012104386123734864,-0.0013104386123734824,0.0006147413009684466,,780.2462704651164,384.2279922995201
779,123.1644,0.1491,-0.001331284509130587,-0.0014312845091305898,0.00043081210730905317,,780.2462866511628,384.22798432879057
780,123.1835,0.1496,-0.0014541670739616902,-0.0015541670739616861,0.0004386829349588006,,780.2463044186047,384.2279755793119
781,123.2026,0.1503,-0.0015770496387927865,-0.0016770496387927894,0.0007465537626083485,,780.2463221860465,384.2279668298337
782,123.222,0.1507,-0.0018002916156369328,-0.0019002916156369287,0.0007529775351949874,,780.2463402325582,384.22795794292944
783,123.2403,0.1511,-0.0019222157484332092,-0.002022215748433212,0.0014647071763462804,,780.246357255814,384.22794955992225
784,123.2601,0.1514,-0.0021459369412947446,-0.0022459369412947475,0.0019692015421821085,,780.2463756744187,384.22794048978375
785,123.2797,0.1524,-0.0023694185261476305,-0.0024694185261476265,0.0022746606113931422,,780.2463939069768,384.22793151126325
786,123.2989,0.153,-0.002592420894983058,-0.002692420894983054,0.002382049087355176,,780.2464117674419,384.22792271597825
787,123.3188,0.1533,-0.0028162618918489493,-0.003016261891848948,0.0021860611015033227,,780.2464302790698,384.2279136000322
788,123.3371,0.1534,-0.003138186024645259,-0.003238186024645255,0.0015977907426544813,,780.2464473023256,384.22790521702694
789,123.3552,0.1545,-0.0034598705494328225,-0.0036598705494328213,0.0011104850871811456,,780.246464139535,384.2278969256396
790,123.372,0.1554,-0.0036799976221638248,-0.0038799976221638235,0.0007294500036478802,,780.2464797674419,384.2278892297666
791,123.3929,0.156,-0.004005036659073244,-0.004205036659073243,0.00042863850091895417,,780.2464992093023,384.2278796557345
792,123.4128,0.1571,-0.00422887765593917,-0.004528877655939165,0.0006326505150671125,,780.2465177209302,384.22787053979056
793,123.4339,0.1582,-0.004554156300857273,-0.004854156300857275,0.0012308743089627927,,780.2465373488373,384.2278608741419
794,123.4523,0.1586,-0.004876200237657911,-0.005176200237657913,0.0016421215984263604,,780.2465544651163,384.2278524453302
795,123.4703,0.1594,-0.005197764958441126,-0.005597764958441123,0.0019552982946407504,,780.2465712093024,384.22784419975386
796,123.4902,0.1606,-0.0056216059553070435,-0.006021605955307041,0.0022593103087887867,,780.2465897209303,384.22783508381156
797,123.5101,0.1612,-0.006045446952172941,-0.006445446952172938,0.0022633223229369115,,780.2466082325582,384.22782596786976
798,123.5281,0.1618,-0.006467011672956151,-0.006867011672956148,0.001976499019151312,,780.2466249767442,384.22781772229456
799,123.5455,0.1629,-0.006887857569713281,-0.007287857569713278,0.0015925698254917742,,780.2466411627908,384.22780975157224
800,123.5665,0.1639,-0.007313016410627066,-0.00781301641062706,0.0010912759710751674,,780.2466606976744,384.2278001317354
801,123.5853,0.1649,-0.007835539563445099,-0.008235539563445096,0.0006005938537879119,,780.2466781860466,384.2277915196913
802,123.6029,0.1659,-0.008356625068210936,-0.008756625068210941,0.00041569995675300175,,780.2466945581396,384.22778345735264
803,123.6223,0.1668,-0.00887986704505505,-0.009279867045055054,0.0004221237293396407,,780.2467126046512,384.2277745704569
804,123.6423,0.1675,-0.009403827845925326,-0.00980382784592533,0.0008256533917999631,,780.2467312093024,384.22776540870916
805,123.6613,0.1688,-0.010026590606752046,-0.010526590606752047,0.0015340065711374473,,780.246748883721,384.2277567050493
806,123.6811,0.1698,-0.010550311799613611,-0.011050311799613612,0.0020385009369731644,,780.2467673023257,384.2277476349198
807,123.7004,0.1707,-0.01117343397245342,-0.011773433972453423,0.0023454070612474176,,780.246785255814,384.22773879383453
808,123.7177,0.1719,-0.011694160065206169,-0.012394160065206168,0.002161960219275727,,780.2468013488373,384.2277308689242
809,123.7389,0.1729,-0.012319558514128637,-0.013019558514128636,0.0016597016614837146,,780.2468210697675,384.22772115747387
810,123.757,0.1734,-0.01294124303891623,-0.013641243038916229,0.0008723960060104119,,780.2468379069768,384.2277128660944
811,123.7764,0.1736,-0.01346448501576037,-0.014264485015760373,0.00047881977859692837,,780.2468559534884,384.227703979202
812,123.7951,0.1737,-0.014086888364574078,-0.014986888364574076,0.0004886200129973761,,780.2468733488373,384.22769541297095
813,123.8152,0.1745,-0.014710968969448679,-0.015610968969448677,0.0009916673237700957,,780.2468920465117,384.22768620541837
814,123.8335,0.1756,-0.015432893102244959,-0.016332893102244964,0.0015033969649214107,,780.2469090697675,384.22767782242295
815,123.8525,0.1771,-0.016055655863071706,-0.017155655863071703,0.0019117501442587614,,780.2469267441861,384.22766911876704
816,123.8724,0.1776,-0.016679496859937595,-0.0177794968599376,0.002215762158406742,,780.246945255814,384.22766000283303
817,123.8895,0.1779,-0.017499983344681662,-0.018499983344681663,0.0022332800198104907,,780.2469611627907,384.2276521695434
818,123.9104,0.1781,-0.018225022381591058,-0.01922502238159106,0.0020324685170815537,,780.2469806046512,384.22764259552315
819,123.9297,0.1795,-0.01894814455443087,-0.020048144554430873,0.0017393746413558175,,780.2469985581396,384.22763375444265
820,123.9467,0.1798,-0.01956851123517061,-0.020668511235170606,0.001257374854447102,,780.2470143720931,384.2276259669628
821,123.9663,0.1798,-0.020291992820023433,-0.02139199282002343,0.0007628339236583348,,780.2470326046512,384.22761698845693
822,123.988,0.1802,-0.02101799028896765,-0.022117990288967646,0.0004581636074278417,,780.2470527906977,384.2276070479689
823,124.0059,0.1805,-0.021639435205746536,-0.022739435205746533,0.0004718226553299121,,780.2470694418605,384.22759884821176
824,124.025,0.1806,-0.022262317770577633,-0.02336231777057763,0.00087969348297956,,780.2470872093023,384.2275900987507
825,124.0405,0.1809,-0.02288088739125206,-0.023980887391252058,0.0013049289713863987,,780.247101627907,384.22758299840297
826,124.0618,0.1812,-0.023506405644178906,-0.024706405644178905,0.0019021880619067288,,780.2471214418605,384.2275732411514
827,124.0803,0.1814,-0.024128569384983874,-0.02522856938498387,0.002212952999682549,,780.2471386511628,384.2275647665436
828,124.1001,0.1814,-0.02465229057784544,-0.025752290577845435,0.0023174473655183103,,780.2471570697675,384.2275556964233
829,124.1188,0.1817,-0.025074693926659113,-0.026274693926659112,0.002327247599918869,,780.2471744651164,384.2275471301989
830,124.1368,0.1821,-0.025596258647442353,-0.02669625864744235,0.0021404242961331477,,780.2471912093024,384.2275388846357
831,124.1583,0.1828,-0.02612201650837786,-0.027222016508377855,0.0015367186832780377,,780.2472112093023,384.227529035769
832,124.1766,0.1839,-0.026543940641174137,-0.027743940641174136,0.0010484483244292964,,780.2472282325582,384.22752065278047
833,124.1959,0.1858,-0.026967062814013953,-0.02826706281401395,0.0006553544487036267,,780.2472461860466,384.2275118117056
834,124.2147,0.188,-0.02728958596683198,-0.028589585966831983,0.0005646723314163826,,780.2472636744186,384.2275031996746
835,124.2349,0.1922,-0.02751378637571094,-0.029113786375710944,0.0009672372905012994,,780.2472824651163,384.2274939463224
836,124.2539,0.1978,-0.02773654913653769,-0.02943654913653769,0.0015755904698386836,,780.2473001395349,384.2274852426748
837,124.273,0.2047,-0.02775943170136879,-0.029659431701368782,0.0020834612974884315,,780.2473179069768,384.2274764932189
838,124.2928,0.2183,-0.02758315289423032,-0.029983152894230328,0.0023879556633241705,,780.2473363255815,384.22746742310267
839,124.3107,0.2424,-0.02700459781100921,-0.030304597811009207,0.00250161471122623,,780.2473529767442,384.2274592233516
840,124.3331,0.2902,-0.02553143390798389,-0.030531433907983893,0.002193567933181817,,780.2473738139536,384.227448962211
841,124.3497,0.2984,-0.025351321372706202,-0.0306513213727062,0.0018134975530240127,,780.247389255814,384.22744135797325
842,124.3697,0.2917,-0.02577528217357645,-0.03087528217357645,0.0014170272154843677,,780.2474078604652,384.22743219624147
843,124.389,0.3271,-0.024698404346416264,-0.030998404346416264,0.0009239333397587091,,780.2474258139536,384.22742335517063
844,124.4109,0.4415,-0.020624641423369193,-0.031024641423369193,0.0006182983201527548,,780.2474461860465,384.2274133230752
845,124.4296,0.4742,-0.019547044772182866,-0.031147044772182872,0.000828098554553236,,780.2474635813954,384.22740475685714
846,124.4502,0.4884,-0.019071724397079222,-0.03117172439707923,0.0011287341068874635,,780.2474827441861,384.2273953202752
847,124.466,0.4066,-0.022090653429766717,-0.03129065342976672,0.0016525225402311827,,780.2474974418606,384.2273880825087
848,124.4856,0.4126,-0.022014135014619594,-0.0313141350146196,0.0019579816094423275,,780.2475156744187,384.22737910401406
849,124.5048,0.4036,-0.02223713738345503,-0.031337137383455026,0.0022653700854042835,-0.031337137383455026,780.2475335348838,384.2273703087543
850,124.5235,0.4165,-0.021759540732268705,-0.031259540732268706,0.0023751703198047203,,780.2475509302326,384.2273617425382
851,124.5425,0.2858,-0.02638230349309545,-0.03128230349309545,0.0022835234991420705,,780.2475686046512,384.22735303889664
852,124.5603,0.2307,-0.028303628605869977,-0.031203628605869976,0.0018976648987318323,,780.2475851627908,384.227344884959
853,124.5796,0.2187,-0.02862675077870979,-0.031126750778709786,0.0013045710230060736,,780.2476031162792,384.2273360438922
854,124.5979,0.205,-0.028948674911506038,-0.03094867491150604,0.0009163006641573768,,780.2476201395349,384.2273276609121
855,124.6163,0.1954,-0.02917071884830668,-0.030770718848306677,0.000827547953620944,,780.247637255814,384.2273192321239
856,124.636,0.1889,-0.029094320237163886,-0.030494320237163884,0.001132524671144497,,780.2476555813954,384.22731020782373
857,124.657,0.1844,-0.029019479078077663,-0.030219479078077663,0.0014312308167278576,,780.2476751162791,384.2273005880119
858,124.6753,0.1811,-0.028841403210873945,-0.030041403210873945,0.001942960457879117,,780.2476921395349,384.22729220503334
859,124.6954,0.1784,-0.02866548381574855,-0.02966548381574855,0.0023460077686517367,,780.2477108372093,384.2272829975001
860,124.7138,0.1764,-0.028387527752549185,-0.029287527752549183,0.0026572550581153154,,780.2477279534884,384.2272745687137
861,124.7327,0.1747,-0.028010170709371576,-0.028910170709371574,0.002766090589140402,,780.2477455348837,384.2272659108846
862,124.7536,0.1733,-0.027635209746281003,-0.028435209746281,0.0026652790864115095,,780.2477649767442,384.2272563368836
863,124.772,0.1725,-0.027257253683081635,-0.028057253683081637,0.0023765263758750432,,780.2477820930233,384.2272479080984
864,124.7924,0.1722,-0.026681693699969283,-0.02748169369996928,0.0017781266315846644,,780.2478010697675,384.2272385631413
865,124.8105,0.1716,-0.02620337822475688,-0.027003378224756874,0.0012908209761112177,,780.2478179069768,384.2272302717828
866,124.832,0.1711,-0.025729136085692383,-0.026429136085692383,0.0009871153632562413,,780.2478379069768,384.22722042293185
867,124.8499,0.1706,-0.025150581002471264,-0.025850581002471264,0.0011007744111581896,,780.2478545581396,384.2272122231913
868,124.8688,0.1702,-0.024573223959293657,-0.025273223959293656,0.0013096099421833762,,780.2478721395349,384.2272035653651
869,124.8869,0.1697,-0.023994908484081222,-0.02469490848408122,0.0019223042867099194,,780.2478889767442,384.22719527400795
870,124.9051,0.1695,-0.023316712812873175,-0.024016712812873174,0.0024345162795489372,,780.2479059069768,384.22718693684266
871,124.9266,0.1692,-0.022742470673808683,-0.023442470673808682,0.002830810666693939,,780.2479259069768,384.227177087994
872,124.9442,0.169,-0.022163556178574496,-0.022863556178574496,0.003045916769658985,,780.2479422790698,384.22716902568106
873,124.9631,0.1689,-0.02158619913539689,-0.022286199135396888,0.002954752300684038,,780.2479598604651,384.22716036785675
874,124.9826,0.1685,-0.020909560916245407,-0.02150956091624541,0.0026606937215828963,,780.2479780000001,384.2271514351812
875,125.0022,0.168,-0.020233042501098232,-0.020833042501098235,0.00206615279079414,,780.2479962325582,384.2271424566976
876,125.0224,0.1676,-0.019557242909977193,-0.020257242909977193,0.001768717749879023,,780.2480150232559,384.2271332033628
877,125.0402,0.167,-0.018878568022751722,-0.019478568022751726,0.0014828591494688292,,780.2480315813954,384.22712504943456
878,125.058,0.1665,-0.01809989313552625,-0.018799893135526248,0.0011970005490586355,,780.248048139535,384.2271168955067
879,125.0771,0.1662,-0.01742277570035735,-0.018022775700357353,0.001304871376708261,,780.2480659069768,384.2271081460675
880,125.0985,0.1657,-0.016748413757288527,-0.01734841375728853,0.0015016481155408767,,780.2480858139535,384.22709834303157
881,125.1142,0.1651,-0.016167222985971667,-0.016667222985971668,0.0018259189005722654,,780.2481004186047,384.22709115108484
882,125.134,0.1647,-0.015490944178833232,-0.015990944178833226,0.002330413266408038,,780.2481188372094,384.2270820809868
883,125.1519,0.1644,-0.015012389095612089,-0.015412389095612086,0.0028440723143101088,,780.2481354883721,384.2270738812522
884,125.1742,0.1638,-0.014439105388582438,-0.01473910538858244,0.003236507887953488,,780.2481562325582,384.2270636659407
885,125.1922,0.1634,-0.013760670109365651,-0.01396067010936565,0.0031496845841677557,,780.2481729767443,384.22705542039824
886,125.2118,0.1617,-0.013084151694218504,-0.013284151694218503,0.0028551436533789665,,780.2481912093024,384.2270464419191
887,125.2307,0.1606,-0.01250679465104089,-0.012606794651040892,0.001963979184404052,,780.2482087906977,384.2270377841003
888,125.2522,0.1605,-0.011732552511976427,-0.011932552511976426,0.0014602735715489312,,780.2482287906977,384.22702793525934
889,125.2714,0.1603,-0.011155554880811852,-0.011355554880811851,0.0015676620475109648,,780.2482466511628,384.22701914001567
890,125.2904,0.1603,-0.010578317641638628,-0.010678317641638624,0.002076015226848249,,780.2482643255814,384.22701043638955
891,125.3091,0.1597,-0.010000720990452301,-0.0102007209904523,0.0023858154612487747,,780.2482817209303,384.22700187018944
892,125.3276,0.159,-0.009422884731257297,-0.009622884731257296,0.002896580399024573,,780.2482989302326,384.2269933956069
893,125.35,0.1582,-0.008749720828231944,-0.009149720828231948,0.0032885336209803606,,780.2483197674419,384.2269831344912
894,125.3671,0.1575,-0.008270207312976015,-0.00857020731297601,0.0034060514823839316,,780.2483356744186,384.2269753012292
895,125.3871,0.1568,-0.007794168113846291,-0.00799416811384629,0.0033095811448442536,,780.2483542790699,384.2269661395195
896,125.4058,0.1573,-0.007316571462659967,-0.0075165714626599656,0.0031193813792447234,,780.2483716744186,384.22695757332144
897,125.4271,0.1573,-0.006742089715586784,-0.007042089715586786,0.002816640469765097,,780.2483914883721,384.22694781610164
898,125.446,0.157,-0.006364732672409175,-0.00666473267240917,0.002525476000790172,,780.2484090697675,384.2269391582873
899,125.4637,0.1559,-0.005985937981179371,-0.006185937981179369,0.002040099752067537,,780.2484255348837,384.2269310501758
900,125.4828,0.1554,-0.00550882054601045,-0.0058088205460104445,0.0017479705797172063,,780.2484433023257,384.2269223007451
901,125.4993,0.1539,-0.005128588206728429,-0.005328588206728428,0.0016683825512470163,,780.2484586511629,384.2269147423367
902,125.52,0.1547,-0.004753387635629117,-0.005053387635629111,0.0018685357518936074,,780.2484779069767,384.22690525997035
903,125.5387,0.1536,-0.004475790984442819,-0.004675790984442818,0.0021783359862939666,,780.2484953023256,384.22689669377496
904,125.5576,0.1523,-0.004198433941265178,-0.004298433941265181,0.002587171517319131,,780.248512883721,384.2268880359629
905,125.576,0.1522,-0.00392047787806582,-0.004020477878065816,0.0031984188067827324,,780.2485300000001,384.22687960719384
906,125.5983,0.152,-0.003547194171036168,-0.0037471941710361667,0.003490854380425956,,780.2485507441861,384.2268693918927
907,125.6142,0.1527,-0.0033662430077280175,-0.0034662430077280135,0.0036141604620820167,,780.2485655348838,384.22686210833757
908,125.6336,0.1507,-0.0030894849845721634,-0.0031894849845721523,0.003320584234668522,,780.2485835813955,384.2268532214845
909,125.6506,0.1511,-0.002909851665311866,-0.003009851665311869,0.003038584447759951,,780.2485993953488,384.2268454340363
910,125.6719,0.1517,-0.002635369918238692,-0.002735369918238681,0.0028358435382802583,,780.2486192093023,384.22683567682213
911,125.6904,0.1519,-0.0024575336590436786,-0.0026575336590436843,0.002546608476056089,,780.2486364186047,384.22682720224685
912,125.7086,0.151,-0.002279337987835625,-0.002379337987835628,0.002158820468894984,,780.2486533488373,384.2268188650976
913,125.7272,0.1501,-0.002101621532644954,-0.0022016215326449567,0.0019691030549832678,,780.2486706511628,384.22681034471464
914,125.7463,0.1483,-0.0019245040974760486,-0.0019245040974760486,0.0018769738826328042,,780.2486884186047,384.2268015952894
915,125.7665,0.1485,-0.0017487045063549894,-0.0017487045063549894,0.002279538841717943,,780.2487072093023,384.2267923419711
916,125.7853,0.1486,-0.001571227659173044,-0.0016712276591730468,0.002588856724430544,,780.2487246976744,384.2267837299723
917,125.8035,0.1484,-0.0014930319879649656,-0.0014930319879649795,0.0031010687172695617,,780.2487416279071,384.2267753928248
918,125.8212,0.1485,-0.0013142372967351462,-0.0014142372967351352,0.003515692468547049,,780.2487580930233,384.22676728472015
919,125.8426,0.1477,-0.0012398753536663198,-0.0012398753536663198,0.0037124692073796095,,780.248778,384.22675748170155
920,125.861,0.1478,-0.0011619192904669534,-0.0011619192904669534,0.0036237164968431768,,780.2487951162791,384.22674905293826
921,125.8787,0.1478,-0.001083124599237123,-0.0010831245992371369,0.003338340248120686,,780.2488115813954,384.2267409448347
922,125.8967,0.1475,-0.0009046893200203437,-0.0009046893200203437,0.002951516944334931,,780.2488283255815,384.2267326993061
923,125.9159,0.1476,-0.0008276916888557972,-0.0008276916888557972,0.0026589054202970086,,780.2488461860465,384.2267239040761
924,125.937,0.1475,-0.000752970333773903,-0.000752970333773903,0.00205712921419271,,780.2488658139536,384.22671423848504
925,125.956,0.1473,-0.0006757330946006723,-0.0006757330946006862,0.0018654823935300713,,780.2488834883721,384.22670553487274
926,125.9738,0.1469,-0.000597058207375184,-0.0005970582073751701,0.0018796237931197335,,780.2489000465117,384.2266973809626
927,125.9936,0.1471,-0.0005207794002367455,-0.0005207794002367455,0.00198411815895555,,780.2489184651163,384.2266883108833
928,126.0144,0.1473,-0.000545698633141814,-0.00044569863314181113,0.00248378900791435,,780.2489378139535,384.2266787827195
929,126.0332,0.1474,-0.00046822178595984365,-0.00046822178595984365,0.0028931068906271062,,780.2489553023256,384.2266701707257
930,126.0527,0.1471,-0.0003915835668083373,-0.0003915835668083373,0.003299048311525943,,780.2489734418605,384.22666123807306
931,126.0709,0.147,-0.0004133878956002618,-0.0003133878956002728,0.003711260304364916,,780.2489903720931,384.22665290093096
932,126.0913,0.1472,-0.0003378279124879313,-0.0003378279124879452,0.003612860560074538,,780.2490093488373,384.2266435560028
933,126.1091,0.1472,-0.00035915302526245974,-0.00025915302526245687,0.003427001959664333,,780.2490259069768,384.22663540209527
934,126.1293,0.1466,-0.0002833534341414312,-0.00018335343414142835,0.0031295669187492714,,780.2490446976744,384.226626148785
935,126.1471,0.1462,-0.0003046785469159319,-0.00020467854691592902,0.002643708318339044,,780.249061255814,384.2266179948782
936,126.1661,0.1461,-0.00022744130774267346,-0.0001274413077426706,0.002152061497676383,,780.2490789302326,384.22660929127034
937,126.1862,0.1463,-0.00025152191261727797,-0.0001515219126172751,0.001955108808449124,,780.2490976279071,384.22660008376965
938,126.2049,0.1464,-0.0002739252614309823,-0.00017392526143097942,0.001964909042849572,,780.2491150232559,384.22659151758796
939,126.2248,0.1465,-0.000197766258296872,-9.776625829686914e-05,0.0018689210569975967,,780.2491335348838,384.22658240170506
